id,Gender,Customer_Type,Age,Class,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,satisfaction
126205,Female,Loyal_Customer,24,Eco,5,4,4,5,5,4,4,3,5,0
5194,Male,Loyal_Customer,34,Business,3,5,5,4,4,4,5,4,4,1
121817,Male,Loyal_Customer,45,Business,2,5,4,4,4,4,3,4,5,1
62440,Male,Loyal_Customer,8,Eco,4,2,4,4,2,4,3,4,4,0
112625,Female,Loyal_Customer,58,Eco,5,1,2,3,2,3,1,3,4,0
87474,Female,Loyal_Customer,44,Business,3,4,4,3,4,3,5,3,3,1
51989,Male,Loyal_Customer,35,Eco_Plus,1,2,1,1,3,2,2,5,1,0
52296,Male,disloyal_Customer,44,Eco,4,3,4,4,3,3,1,2,4,0
55965,Male,Loyal_Customer,54,Business,5,4,4,5,5,5,3,5,4,1
89246,Male,Loyal_Customer,51,Eco_Plus,5,0,1,5,2,3,3,5,5,0
32777,Female,Loyal_Customer,49,Business,4,4,3,3,3,2,2,3,3,0
22201,Male,Loyal_Customer,25,Eco,1,3,1,1,5,4,5,5,1,0
64644,Female,Loyal_Customer,47,Business,3,2,2,1,1,1,4,1,1,0
107151,Female,Loyal_Customer,60,Business,4,4,5,5,5,5,5,5,5,1
61687,Male,Loyal_Customer,59,Business,4,4,5,4,4,4,5,4,4,1
116123,Male,Loyal_Customer,8,Eco,4,5,4,4,4,4,4,5,4,0
54144,Male,disloyal_Customer,35,Eco,1,3,1,1,5,2,3,4,1,0
18344,Female,Loyal_Customer,45,Business,5,2,1,2,2,2,2,2,2,0
17609,Male,Loyal_Customer,16,Eco,4,0,4,4,1,3,4,3,4,0
92852,Male,Loyal_Customer,7,Eco_Plus,5,3,3,5,2,5,4,5,5,0
73430,Male,Loyal_Customer,24,Eco,2,2,2,2,4,4,4,5,2,0
87136,Male,Loyal_Customer,55,Eco_Plus,1,1,1,1,5,2,2,2,1,0
81162,Male,Loyal_Customer,57,Business,2,4,5,4,4,4,5,4,4,1
93818,Male,Loyal_Customer,72,Business,3,5,4,4,4,4,5,4,4,1
67928,Male,Loyal_Customer,39,Eco,2,1,5,2,4,3,3,4,2,0
84369,Male,Loyal_Customer,51,Business,5,5,4,3,4,3,3,3,3,1
77828,Male,Loyal_Customer,50,Eco,1,2,1,1,1,3,2,3,1,0
127815,Female,disloyal_Customer,8,Eco,1,3,1,1,5,5,3,4,1,0
26324,Male,Loyal_Customer,69,Eco,1,2,1,1,2,5,4,5,1,0
47369,Female,Loyal_Customer,25,Eco,4,4,3,4,3,1,1,1,4,1
109787,Female,Loyal_Customer,37,Business,2,4,4,5,5,5,4,5,5,1
64403,Female,disloyal_Customer,41,Business,3,2,2,3,3,5,5,4,3,0
5473,Female,Loyal_Customer,44,Eco,4,3,4,2,1,2,4,2,4,0
62097,Male,Loyal_Customer,48,Business,5,3,4,3,3,3,3,3,4,1
14430,Male,Loyal_Customer,35,Business,2,5,5,5,5,5,5,5,5,1
82814,Male,Loyal_Customer,66,Eco,1,5,1,1,3,5,3,4,1,1
77272,Male,Loyal_Customer,53,Business,3,3,4,4,3,4,4,4,5,0
107262,Female,Loyal_Customer,57,Business,4,4,5,3,3,3,3,3,5,1
47315,Female,Loyal_Customer,32,Business,4,4,4,4,2,1,2,2,4,1
73615,Female,disloyal_Customer,27,Business,5,0,5,5,3,5,5,4,5,1
96761,Male,Loyal_Customer,32,Business,4,3,4,4,5,4,5,5,4,1
110332,Male,Loyal_Customer,43,Business,5,4,4,3,3,3,4,3,5,1
68005,Female,Loyal_Customer,55,Business,2,4,4,5,5,5,3,5,5,1
127851,Male,Loyal_Customer,31,Business,1,3,1,1,3,3,5,5,1,0
39025,Male,Loyal_Customer,35,Eco,2,3,2,2,3,3,4,4,2,0
21876,Female,Loyal_Customer,48,Business,1,2,2,4,4,4,5,4,3,1
115791,Male,disloyal_Customer,16,Eco,3,2,3,3,1,3,4,3,3,0
77369,Male,disloyal_Customer,23,Eco,4,2,4,4,5,4,4,4,4,0
100656,Male,Loyal_Customer,43,Business,2,5,4,3,3,3,4,3,3,1
83317,Male,Loyal_Customer,52,Eco,2,2,2,2,4,4,3,3,2,0
105920,Female,Loyal_Customer,69,Eco_Plus,4,5,4,5,4,5,3,5,3,1
104600,Female,Loyal_Customer,23,Eco,3,3,3,3,2,5,5,4,3,0
26884,Male,Loyal_Customer,27,Business,4,5,4,4,1,2,3,3,4,1
43116,Female,Loyal_Customer,23,Eco,5,1,5,5,5,4,5,5,5,0
125869,Male,Loyal_Customer,28,Business,5,4,5,5,2,5,5,4,5,1
55190,Male,disloyal_Customer,64,Eco_Plus,1,3,1,1,1,2,4,3,1,0
39446,Male,Loyal_Customer,23,Eco,3,1,2,2,3,3,2,2,2,0
14515,Female,Loyal_Customer,37,Business,3,4,4,4,4,4,4,4,3,1
54641,Female,Loyal_Customer,36,Eco,5,5,5,5,2,5,1,1,5,1
39637,Male,Loyal_Customer,12,Eco_Plus,4,2,4,4,2,1,5,2,4,0
99330,Female,Loyal_Customer,22,Eco,2,3,5,3,5,5,5,5,5,0
61920,Female,Loyal_Customer,44,Business,3,4,2,5,5,4,2,5,2,1
98665,Male,Loyal_Customer,26,Eco,1,5,1,1,4,2,3,2,1,1
74798,Female,disloyal_Customer,25,Eco_Plus,1,2,1,1,3,3,2,3,1,0
27565,Female,Loyal_Customer,65,Eco,2,4,4,2,1,5,4,2,5,0
117955,Female,disloyal_Customer,39,Eco,4,3,4,4,5,1,2,4,4,0
53800,Female,Loyal_Customer,38,Eco,3,4,3,3,2,5,2,3,3,1
11421,Male,Loyal_Customer,15,Eco_Plus,2,2,4,2,1,4,1,3,2,0
104631,Female,Loyal_Customer,18,Eco,1,2,1,1,4,4,3,5,1,0
94554,Male,Loyal_Customer,25,Eco,1,2,4,1,3,4,3,3,1,0
19920,Male,Loyal_Customer,51,Eco,1,1,1,1,2,3,3,4,1,0
61742,Female,disloyal_Customer,36,Eco,5,1,5,5,5,5,1,2,5,0
65307,Female,disloyal_Customer,25,Business,1,4,1,1,2,5,4,5,1,1
46298,Female,Loyal_Customer,47,Eco,4,4,2,5,5,5,5,5,2,1
102440,Female,Loyal_Customer,39,Eco,2,1,2,2,4,5,3,5,2,0
72527,Female,disloyal_Customer,12,Eco,5,3,5,5,1,4,3,3,5,0
87124,Female,Loyal_Customer,62,Eco,1,1,1,4,1,4,4,4,3,0
113855,Female,Loyal_Customer,61,Business,2,4,4,4,4,4,3,4,3,1
55281,Female,Loyal_Customer,39,Business,5,5,4,5,5,5,3,5,3,1
112557,Male,disloyal_Customer,17,Eco_Plus,2,5,5,2,5,4,4,2,2,1
53901,Male,Loyal_Customer,23,Eco,5,2,5,5,5,1,2,3,5,0
102961,Male,Loyal_Customer,56,Business,4,5,4,5,5,5,4,5,4,1
40566,Female,disloyal_Customer,19,Eco,5,4,5,5,1,4,3,4,5,0
124073,Female,Loyal_Customer,31,Eco_Plus,3,3,3,3,2,5,3,4,3,0
106395,Female,disloyal_Customer,11,Eco,2,2,2,2,4,3,2,3,2,0
97227,Female,Loyal_Customer,7,Eco_Plus,1,3,1,1,4,4,1,4,1,0
25022,Female,Loyal_Customer,38,Eco,4,4,4,4,5,1,2,4,4,1
93178,Female,Loyal_Customer,47,Eco,3,5,4,2,1,2,3,2,4,0
63956,Male,Loyal_Customer,42,Eco,1,3,1,1,4,4,5,4,1,0
101497,Female,Loyal_Customer,71,Business,5,3,3,1,1,1,2,1,3,0
52809,Male,Loyal_Customer,58,Eco,4,4,4,4,5,5,2,3,4,1
15549,Male,Loyal_Customer,57,Business,2,4,5,5,5,5,4,5,3,1
114978,Female,Loyal_Customer,40,Business,3,4,4,5,5,5,5,5,3,1
47864,Female,disloyal_Customer,27,Eco,1,3,1,1,5,3,4,4,1,0
65274,Male,Loyal_Customer,18,Eco_Plus,4,1,4,4,4,5,4,4,4,0
7970,Male,Loyal_Customer,44,Business,4,5,4,5,5,5,3,5,5,1
8903,Male,disloyal_Customer,26,Business,4,4,2,4,3,5,5,4,4,1
78109,Male,disloyal_Customer,25,Eco,1,3,4,1,2,4,3,4,1,0
98878,Female,disloyal_Customer,54,Eco,5,3,5,5,3,3,1,4,5,0
102080,Female,Loyal_Customer,59,Business,3,5,4,4,4,4,3,4,4,1
121844,Female,Loyal_Customer,58,Business,5,5,5,4,4,4,3,4,4,1
22657,Female,Loyal_Customer,18,Eco_Plus,3,3,3,3,2,3,2,3,3,0
60421,Male,Loyal_Customer,39,Business,2,4,5,3,2,3,5,3,4,1
6327,Male,Loyal_Customer,39,Business,4,4,4,4,4,4,3,4,3,1
98830,Female,Loyal_Customer,20,Eco,2,2,2,2,3,4,3,2,2,0
100273,Female,Loyal_Customer,47,Business,2,5,4,5,5,5,5,5,3,1
116735,Female,Loyal_Customer,54,Eco_Plus,2,4,5,3,3,5,4,3,5,0
44966,Female,Loyal_Customer,45,Business,5,4,5,5,5,5,4,5,5,1
2060,Male,Loyal_Customer,43,Business,3,5,5,4,4,4,3,4,5,1
98168,Female,disloyal_Customer,40,Business,3,3,3,4,5,5,3,5,3,0
55295,Male,Loyal_Customer,9,Eco,4,3,4,4,4,3,4,4,4,0
11247,Male,Loyal_Customer,27,Eco,4,2,4,4,4,3,4,2,4,0
102029,Female,Loyal_Customer,55,Business,4,5,5,5,5,5,3,5,4,1
118577,Female,Loyal_Customer,65,Business,1,4,3,2,2,2,1,2,2,0
48592,Female,Loyal_Customer,21,Eco,2,2,3,2,2,4,1,5,2,0
89148,Female,Loyal_Customer,51,Business,3,3,3,2,2,2,1,2,3,0
122121,Female,Loyal_Customer,45,Business,2,5,4,4,4,4,4,4,4,1
87633,Male,disloyal_Customer,25,Business,1,0,1,1,3,4,5,4,1,1
74382,Female,disloyal_Customer,17,Business,2,4,3,2,4,4,3,5,2,1
8988,Male,Loyal_Customer,63,Eco,3,3,3,3,5,3,2,4,3,0
113743,Female,Loyal_Customer,9,Eco,2,5,2,2,5,4,3,3,2,1
55572,Male,disloyal_Customer,28,Business,3,1,3,3,2,4,3,4,3,0
40137,Female,Loyal_Customer,37,Eco_Plus,3,3,3,3,5,4,3,4,3,0
45139,Female,Loyal_Customer,42,Business,5,3,1,5,5,5,2,5,3,1
35913,Male,Loyal_Customer,29,Business,4,4,4,4,1,4,4,4,4,1
96215,Male,Loyal_Customer,35,Business,5,3,3,1,1,1,4,1,1,0
31679,Male,Loyal_Customer,56,Eco,2,2,2,2,5,3,1,3,2,0
50477,Male,disloyal_Customer,35,Eco,2,2,2,2,1,1,1,3,2,0
105270,Female,Loyal_Customer,35,Eco,4,2,1,4,1,3,4,3,4,0
88740,Female,Loyal_Customer,50,Eco,5,4,4,5,4,5,4,5,3,0
22991,Female,Loyal_Customer,15,Eco,3,3,2,3,4,3,4,4,3,0
32435,Female,disloyal_Customer,20,Eco,2,4,2,2,4,3,1,4,2,1
104101,Female,Loyal_Customer,52,Business,2,5,4,5,5,5,4,5,5,1
58802,Female,Loyal_Customer,57,Eco,5,4,5,5,0,5,4,5,3,1
34019,Male,Loyal_Customer,15,Eco,5,1,5,5,3,5,3,5,5,0
46389,Male,Loyal_Customer,29,Eco,5,3,5,5,3,4,1,5,5,0
91958,Female,Loyal_Customer,19,Eco,5,1,5,5,2,4,1,4,5,0
67047,Male,Loyal_Customer,57,Business,3,5,5,4,4,4,5,4,5,1
69243,Male,Loyal_Customer,39,Business,5,3,2,3,3,3,1,3,3,0
87292,Male,Loyal_Customer,66,Eco,5,1,5,5,2,4,4,4,5,0
86551,Male,Loyal_Customer,28,Business,3,4,3,3,2,4,5,5,3,1
63065,Male,Loyal_Customer,16,Eco,1,1,1,1,2,5,3,4,1,0
42739,Male,Loyal_Customer,63,Eco,4,4,4,4,4,5,5,4,4,0
100436,Female,Loyal_Customer,46,Eco_Plus,2,4,1,4,2,4,4,4,4,0
102164,Male,Loyal_Customer,59,Business,4,4,5,5,5,5,5,5,5,1
55422,Male,Loyal_Customer,46,Business,4,4,4,4,3,4,4,4,4,1
18331,Male,Loyal_Customer,28,Business,5,5,5,5,1,1,3,5,5,1
98631,Female,Loyal_Customer,46,Business,4,2,3,2,2,2,4,2,2,0
117095,Male,disloyal_Customer,34,Eco,3,4,3,3,4,3,1,3,3,0
36216,Female,disloyal_Customer,26,Eco,5,3,4,5,2,3,3,3,5,0
90473,Female,disloyal_Customer,27,Business,1,4,1,1,3,5,4,5,1,0
123106,Female,Loyal_Customer,66,Business,1,4,3,2,2,2,2,2,2,0
40781,Female,Loyal_Customer,25,Eco,4,4,1,4,3,3,1,2,4,0
126346,Male,Loyal_Customer,31,Eco,3,3,3,3,5,3,4,3,3,0
123545,Male,disloyal_Customer,22,Eco,2,4,2,2,5,4,5,5,2,1
45884,Male,Loyal_Customer,55,Eco,4,4,4,4,2,1,4,3,4,1
18263,Female,Loyal_Customer,21,Eco,4,3,4,4,2,3,4,3,4,0
38830,Male,Loyal_Customer,23,Eco,2,2,4,2,3,2,4,2,2,0
118934,Female,Loyal_Customer,43,Business,4,5,5,4,4,4,4,4,5,1
63756,Female,Loyal_Customer,72,Eco_Plus,4,3,4,1,1,1,3,1,3,0
94418,Male,Loyal_Customer,48,Business,3,5,4,5,4,5,4,5,5,1
100718,Male,disloyal_Customer,39,Business,3,2,3,3,4,4,5,5,3,0
8459,Male,Loyal_Customer,35,Business,4,3,4,1,1,1,1,1,1,0
33925,Female,Loyal_Customer,35,Eco,5,5,5,5,5,4,2,2,5,1
66200,Male,Loyal_Customer,44,Eco,4,3,4,4,3,4,2,4,4,0
75943,Female,Loyal_Customer,57,Business,5,5,5,3,3,3,5,3,3,0
75009,Male,Loyal_Customer,42,Business,4,5,5,5,5,5,4,5,4,1
106733,Male,Loyal_Customer,53,Business,5,5,5,3,3,3,3,3,4,1
123229,Female,Loyal_Customer,7,Eco,2,1,2,2,1,3,2,5,2,0
44707,Male,Loyal_Customer,36,Eco,4,2,4,4,4,3,4,2,4,0
109029,Female,Loyal_Customer,51,Business,2,4,5,5,5,5,5,5,5,1
29461,Male,Loyal_Customer,19,Eco,1,2,1,1,1,2,1,1,1,0
78142,Male,disloyal_Customer,32,Business,4,3,1,4,2,4,3,5,4,0
11548,Female,Loyal_Customer,44,Business,5,5,3,5,4,3,1,5,4,1
105587,Male,Loyal_Customer,48,Eco,1,4,1,1,4,4,4,4,1,1
42065,Male,Loyal_Customer,30,Eco,2,0,2,2,1,3,4,2,2,1
5329,Male,Loyal_Customer,36,Business,5,2,3,4,3,4,3,4,4,0
103645,Female,Loyal_Customer,55,Business,4,4,5,4,4,4,5,4,3,1
16823,Female,Loyal_Customer,66,Eco,4,4,5,3,3,3,4,3,4,1
45312,Female,Loyal_Customer,54,Business,2,1,2,5,5,5,1,5,3,1
90685,Female,Loyal_Customer,52,Business,3,5,4,5,5,5,5,5,3,1
79100,Male,Loyal_Customer,44,Eco,2,5,2,2,3,4,4,5,2,1
39203,Female,Loyal_Customer,50,Business,4,5,5,5,5,4,4,5,4,1
117586,Female,Loyal_Customer,31,Business,5,5,5,5,5,4,3,5,5,1
82209,Male,Loyal_Customer,48,Business,3,4,4,5,5,5,4,5,4,1
28678,Male,Loyal_Customer,41,Business,4,4,4,2,4,4,4,2,4,1
92575,Male,Loyal_Customer,32,Eco_Plus,1,1,1,1,1,4,3,4,1,0
81360,Male,Loyal_Customer,65,Eco,2,3,2,2,3,3,5,4,2,0
105599,Female,disloyal_Customer,35,Business,4,3,4,4,2,4,4,5,4,0
28155,Male,disloyal_Customer,32,Eco,1,4,1,1,2,3,3,4,1,0
90849,Male,Loyal_Customer,71,Business,4,3,4,4,4,4,4,4,1,0
11718,Male,disloyal_Customer,50,Business,3,4,3,3,5,5,4,5,3,1
29063,Male,Loyal_Customer,49,Eco,3,2,3,3,4,4,4,5,3,0
58097,Female,Loyal_Customer,18,Business,2,3,2,2,4,4,4,3,2,0
49842,Male,Loyal_Customer,52,Eco,2,1,2,2,5,3,4,3,2,0
91256,Female,Loyal_Customer,34,Eco,4,2,1,4,4,5,5,5,4,0
127567,Female,disloyal_Customer,42,Eco,1,4,1,1,5,3,2,4,1,0
98315,Female,Loyal_Customer,30,Eco_Plus,1,0,1,1,1,5,1,2,1,1
55611,Male,Loyal_Customer,39,Business,5,4,5,4,5,4,2,4,3,1
117251,Male,Loyal_Customer,18,Eco,5,4,5,5,2,3,5,3,5,0
103349,Female,disloyal_Customer,57,Eco_Plus,1,2,1,1,3,3,4,3,1,0
103642,Female,Loyal_Customer,41,Business,4,5,4,4,4,4,3,4,3,1
77771,Male,Loyal_Customer,49,Eco,3,5,3,3,2,4,1,5,3,1
104567,Female,disloyal_Customer,25,Business,3,2,3,3,5,5,3,4,3,0
21003,Female,Loyal_Customer,38,Eco_Plus,3,3,3,3,5,4,5,4,3,1
3054,Female,Loyal_Customer,55,Business,5,5,5,4,4,4,3,4,3,1
107655,Female,Loyal_Customer,40,Business,4,4,5,5,5,5,5,5,4,1
95102,Male,Loyal_Customer,57,Eco,3,2,3,3,5,5,4,2,3,0
79158,Male,Loyal_Customer,40,Eco,5,4,5,5,4,2,2,4,5,1
103869,Male,Loyal_Customer,16,Eco,3,3,3,3,3,4,5,5,3,0
68386,Female,Loyal_Customer,44,Business,5,5,5,5,5,5,4,5,5,1
84048,Male,disloyal_Customer,26,Business,3,1,3,3,2,4,3,4,3,0
125457,Male,Loyal_Customer,51,Business,5,5,5,4,4,5,5,4,5,1
29321,Male,Loyal_Customer,59,Eco,2,3,3,2,4,5,3,4,2,0
125218,Female,Loyal_Customer,51,Eco,1,5,3,1,1,1,4,1,3,0
87004,Female,Loyal_Customer,53,Eco,2,3,4,3,4,3,3,3,1,1
24173,Male,Loyal_Customer,68,Business,3,3,3,3,4,4,3,1,3,0
128916,Male,disloyal_Customer,27,Business,1,2,1,1,5,5,4,5,1,0
26896,Female,Loyal_Customer,58,Business,5,5,5,5,5,5,5,5,5,1
123686,Female,disloyal_Customer,38,Eco,4,3,4,4,3,1,1,3,4,1
127487,Male,Loyal_Customer,24,Business,4,4,4,4,5,2,2,5,4,1
2376,Female,Loyal_Customer,17,Business,1,2,1,1,3,4,5,4,1,0
11264,Female,Loyal_Customer,44,Eco,1,4,4,5,1,4,1,5,3,0
92497,Female,Loyal_Customer,49,Eco,5,4,2,4,4,4,5,4,3,1
3672,Male,Loyal_Customer,45,Eco,3,3,3,3,1,3,1,3,3,0
94952,Female,disloyal_Customer,23,Eco,3,3,4,3,4,3,2,4,3,0
89057,Male,Loyal_Customer,45,Business,4,3,4,3,3,3,3,3,3,1
20085,Male,Loyal_Customer,25,Business,4,4,4,4,4,4,5,4,4,1
52225,Male,Loyal_Customer,50,Eco,5,5,5,5,3,3,4,2,5,1
32286,Female,Loyal_Customer,55,Business,3,4,4,3,3,2,3,3,1,0
74441,Male,disloyal_Customer,36,Business,5,3,5,5,4,5,5,4,5,0
48165,Female,Loyal_Customer,33,Business,3,2,2,3,3,3,1,3,4,0
95252,Female,Loyal_Customer,14,Eco,2,0,2,2,3,4,3,5,2,0
116898,Female,Loyal_Customer,53,Business,3,4,5,4,4,4,5,4,5,1
18865,Male,Loyal_Customer,30,Business,4,4,4,4,5,3,2,2,4,0
79953,Female,disloyal_Customer,36,Eco,2,1,2,2,3,4,3,4,2,0
3987,Female,Loyal_Customer,49,Business,2,4,5,5,5,5,4,5,5,1
29474,Male,Loyal_Customer,19,Business,4,5,4,4,5,1,2,2,4,1
34283,Male,Loyal_Customer,33,Eco,3,0,4,3,3,1,1,1,3,1
29649,Female,Loyal_Customer,65,Eco,2,4,5,5,3,3,4,5,3,0
97343,Male,disloyal_Customer,37,Business,4,3,4,4,3,4,3,3,4,0
22130,Female,Loyal_Customer,47,Business,1,2,1,4,4,4,1,4,3,0
64832,Male,disloyal_Customer,20,Business,5,5,5,5,4,4,5,4,5,1
64602,Male,Loyal_Customer,50,Business,5,5,5,1,1,1,5,1,3,1
125342,Male,Loyal_Customer,48,Business,5,4,5,4,4,4,3,4,4,1
84349,Female,Loyal_Customer,44,Business,3,5,4,3,3,3,4,3,4,1
122904,Female,Loyal_Customer,53,Business,4,4,3,3,3,3,3,3,3,0
46971,Male,Loyal_Customer,14,Eco,2,3,2,2,2,4,4,5,2,0
122576,Female,Loyal_Customer,55,Business,3,4,3,4,2,4,1,4,3,0
172,Male,Loyal_Customer,37,Business,5,5,5,5,4,5,5,5,4,1
123754,Female,Loyal_Customer,51,Business,5,5,5,5,5,5,3,5,5,1
16067,Female,Loyal_Customer,50,Business,1,2,3,3,3,3,3,3,3,0
19898,Female,Loyal_Customer,37,Eco,5,5,5,1,5,3,5,5,5,1
66880,Male,disloyal_Customer,11,Eco,1,5,1,1,2,4,5,5,1,1
35999,Male,Loyal_Customer,54,Business,5,5,5,5,5,5,3,5,5,1
38945,Female,disloyal_Customer,39,Business,5,2,5,5,2,1,3,3,5,0
49504,Female,Loyal_Customer,36,Business,3,3,4,5,5,5,5,5,2,1
127282,Female,Loyal_Customer,49,Eco,3,3,2,5,2,5,5,5,1,0
10315,Female,Loyal_Customer,48,Business,2,5,4,5,5,5,4,5,3,1
52039,Female,disloyal_Customer,64,Eco_Plus,5,1,1,5,5,4,4,5,5,0
123422,Male,Loyal_Customer,26,Eco,2,1,2,2,2,1,1,2,2,0
103989,Male,Loyal_Customer,51,Business,2,5,5,4,4,4,3,4,3,1
100957,Female,disloyal_Customer,21,Business,3,3,3,3,5,3,1,3,3,0
60929,Male,Loyal_Customer,41,Business,3,5,5,4,4,4,5,4,5,1
58205,Male,disloyal_Customer,56,Eco,5,4,5,5,5,5,4,3,5,1
116089,Female,Loyal_Customer,40,Eco,3,1,3,3,3,5,3,4,3,0
17433,Male,disloyal_Customer,27,Eco,3,3,3,3,5,5,2,2,3,0
107700,Male,disloyal_Customer,61,Eco,5,2,5,5,1,4,1,4,5,0
33250,Female,Loyal_Customer,48,Eco_Plus,1,2,5,4,4,4,2,4,1,1
53217,Male,disloyal_Customer,33,Eco,4,3,4,4,5,4,3,3,4,0
55313,Male,Loyal_Customer,49,Business,4,5,4,2,2,2,4,2,5,1
71437,Male,Loyal_Customer,54,Business,2,5,4,4,4,4,5,4,5,1
122439,Female,Loyal_Customer,20,Business,5,5,5,5,5,4,5,5,5,1
123145,Male,Loyal_Customer,57,Business,5,5,4,4,4,4,4,4,5,1
71990,Male,Loyal_Customer,21,Eco,5,4,5,5,3,5,3,4,5,1
94645,Female,disloyal_Customer,22,Eco,3,2,3,3,4,4,5,5,3,0
116677,Female,Loyal_Customer,71,Eco_Plus,2,3,4,2,3,2,1,2,3,0
46699,Male,Loyal_Customer,32,Eco,3,2,3,3,5,2,4,1,3,0
102252,Female,Loyal_Customer,40,Business,2,4,5,4,4,4,5,4,4,1
35412,Male,disloyal_Customer,22,Eco,2,4,5,2,1,4,3,4,2,0
33769,Male,disloyal_Customer,24,Eco,5,3,5,5,1,4,2,4,5,0
26400,Male,Loyal_Customer,55,Eco,5,5,5,5,1,3,5,3,5,1
109446,Female,Loyal_Customer,45,Business,2,5,5,5,5,5,4,5,5,1
74570,Male,disloyal_Customer,22,Business,4,4,1,4,4,4,3,4,4,1
8414,Female,Loyal_Customer,49,Business,5,5,5,4,4,4,4,4,5,1
82835,Male,disloyal_Customer,27,Business,3,2,3,3,3,4,5,4,3,0
20037,Female,disloyal_Customer,37,Eco,3,2,3,3,1,4,4,3,3,0
25015,Female,Loyal_Customer,45,Eco,2,2,4,3,4,3,3,3,3,1
50306,Female,disloyal_Customer,37,Eco,2,4,2,2,1,1,1,1,2,1
117809,Male,disloyal_Customer,36,Eco,4,2,4,4,4,3,2,4,4,0
119673,Male,Loyal_Customer,55,Eco_Plus,2,2,2,2,2,3,3,4,2,0
12153,Male,Loyal_Customer,47,Eco,5,5,5,5,5,5,5,3,5,1
116256,Male,Loyal_Customer,65,Eco,3,3,3,3,5,5,5,5,3,0
93950,Female,Loyal_Customer,28,Eco,1,2,1,1,1,4,3,4,1,0
116357,Male,Loyal_Customer,61,Eco,1,3,1,1,2,3,3,4,1,0
105976,Female,Loyal_Customer,43,Eco,3,5,4,5,1,5,5,5,4,0
25638,Female,Loyal_Customer,22,Eco,5,1,5,5,2,4,4,5,5,0
62224,Male,Loyal_Customer,50,Eco,3,2,3,3,4,4,4,3,3,0
128885,Male,Loyal_Customer,26,Eco,3,4,3,1,2,4,3,1,3,0
70740,Female,Loyal_Customer,33,Eco,5,2,5,5,2,5,5,5,5,0
83363,Female,Loyal_Customer,46,Business,3,4,5,3,4,3,4,3,5,1
30660,Female,Loyal_Customer,46,Eco,3,4,4,3,1,2,5,3,4,0
62853,Female,Loyal_Customer,48,Business,4,5,4,4,4,4,5,4,5,1
21907,Male,Loyal_Customer,49,Business,3,1,5,5,5,5,1,5,5,1
78353,Male,Loyal_Customer,46,Business,3,5,5,3,3,3,3,3,5,1
49959,Male,disloyal_Customer,26,Business,3,1,3,3,5,4,3,4,3,0
9239,Female,disloyal_Customer,23,Eco,5,0,5,5,2,5,2,4,5,1
111140,Male,Loyal_Customer,41,Business,3,2,3,2,3,2,2,2,1,0
44377,Female,Loyal_Customer,63,Eco,4,4,2,5,5,5,4,5,1,1
82213,Male,disloyal_Customer,27,Business,3,5,3,3,5,4,4,4,3,1
29682,Female,disloyal_Customer,22,Eco,1,3,1,1,3,4,1,4,1,0
108036,Female,Loyal_Customer,35,Eco,3,2,3,3,5,4,4,4,3,0
110220,Male,Loyal_Customer,45,Business,4,5,5,3,4,3,4,3,4,1
32096,Female,disloyal_Customer,40,Business,4,4,4,4,4,3,5,4,4,0
8231,Female,Loyal_Customer,60,Eco,2,2,2,1,4,1,2,1,5,0
70171,Female,Loyal_Customer,54,Eco_Plus,4,3,3,3,3,3,2,3,2,0
26252,Male,disloyal_Customer,36,Eco_Plus,4,4,4,4,4,4,4,3,4,0
107185,Male,disloyal_Customer,25,Eco,4,3,4,4,1,1,3,3,4,0
59563,Female,disloyal_Customer,30,Business,1,1,1,1,5,5,5,4,1,0
55725,Male,Loyal_Customer,26,Business,4,4,4,4,1,4,3,4,4,0
39228,Male,disloyal_Customer,29,Eco,3,1,3,3,5,1,1,3,3,0
42893,Male,Loyal_Customer,49,Business,4,3,2,5,5,5,5,5,5,1
74188,Female,Loyal_Customer,30,Eco,5,1,5,5,4,4,4,5,5,0
24854,Male,Loyal_Customer,35,Eco_Plus,5,3,4,5,3,4,5,5,5,0
6657,Female,Loyal_Customer,52,Business,4,4,4,5,5,5,4,5,3,1
82772,Male,Loyal_Customer,17,Eco_Plus,4,4,5,4,4,2,5,1,4,1
16806,Female,disloyal_Customer,49,Eco,3,3,4,3,1,3,1,3,3,0
51008,Female,Loyal_Customer,46,Eco,4,4,5,2,0,2,3,2,4,1
99180,Male,Loyal_Customer,45,Business,3,4,5,2,2,2,4,2,5,1
127511,Female,Loyal_Customer,40,Eco,3,4,3,3,5,3,4,3,3,0
80939,Male,Loyal_Customer,15,Eco,1,1,1,1,2,2,3,1,1,0
84495,Male,disloyal_Customer,40,Business,4,4,4,4,4,4,4,5,4,0
72551,Female,Loyal_Customer,66,Business,2,4,3,3,3,3,2,3,2,0
92749,Male,Loyal_Customer,53,Eco,5,3,5,5,2,3,3,4,5,0
35368,Male,disloyal_Customer,19,Eco,1,2,1,1,5,3,2,4,1,0
84501,Female,Loyal_Customer,37,Business,4,4,4,4,5,4,4,3,4,1
28329,Male,disloyal_Customer,26,Eco,4,4,4,4,1,2,1,2,4,0
95251,Female,Loyal_Customer,54,Eco,1,1,4,2,5,2,1,2,4,1
124139,Male,Loyal_Customer,57,Eco,5,3,5,5,2,5,4,5,5,0
89258,Female,Loyal_Customer,55,Business,5,5,5,5,5,5,3,5,3,1
