Transaction_ID,Configuration,Screen_Size,Battery_Life,RAM,Processor_Speeds,Integrated_Wireless,HD_Size,Bundled_Applications,Retail_Price
266384,55,15,4,2,1.5,Yes,300,Yes,430
46080,520,17,4,2,2.4,Yes,300,No,640
269651,155,15,5,1,1.5,No,80,Yes,355
230173,40,15,4,1,2.4,Yes,300,No,465
26694,52,15,4,2,1.5,Yes,80,No,380
100743,353,15,6,2,2,Yes,40,Yes,485
271429,126,15,4,4,2,No,120,No,535
128179,769,17,6,2,1.5,Yes,40,Yes,600
113149,224,15,5,2,2,No,300,No,445
248548,534,17,4,4,1.5,Yes,120,No,630
225008,482,17,4,2,1.5,Yes,40,No,420
259372,30,15,4,1,2,No,120,No,231
64691,332,15,6,1,2.4,No,80,No,343
19773,7,15,4,1,1.5,Yes,300,Yes,480
53110,725,17,6,1,1.5,Yes,120,Yes,441
131445,472,17,4,1,2.4,Yes,300,No,580
236148,829,17,6,4,1.5,No,120,Yes,760
121648,242,15,5,4,1.5,Yes,40,No,490
146593,441,17,4,1,1.5,No,40,Yes,435
144042,161,15,5,1,2,Yes,40,Yes,375
175534,235,15,5,2,2.4,No,80,Yes,480
273893,561,17,4,4,2.4,Yes,40,Yes,469
214377,374,15,6,2,2.4,Yes,120,No,540
288399,222,15,5,2,2,No,120,No,345
44466,761,17,6,1,2.4,No,40,Yes,420
99214,242,15,5,4,1.5,Yes,40,No,490
264644,772,17,6,2,1.5,Yes,80,No,550
289784,511,17,4,2,2,No,300,Yes,
40226,571,17,4,4,2.4,No,80,Yes,690
15626,311,15,6,1,2,Yes,300,Yes,605
191555,354,15,6,2,2,Yes,40,No,405
213380,577,17,5,1,1.5,Yes,40,Yes,470
187276,597,17,5,1,2,Yes,120,Yes,555
71916,308,15,6,1,2,Yes,80,No,455
98037,116,15,4,4,2,Yes,80,No,535
223078,102,15,4,4,1.5,Yes,120,No,530
194609,802,17,6,2,2.4,Yes,40,No,580
41905,585,17,5,1,1.5,No,40,Yes,470
103855,207,15,5,2,1.5,No,300,Yes,480
162895,177,15,5,1,2.4,Yes,40,Yes,
131186,436,17,4,1,1.5,Yes,80,No,450
266896,33,15,4,1,2.4,Yes,40,Yes,390
35566,175,15,5,1,2,No,300,Yes,495
199418,785,17,6,2,2,Yes,40,Yes,605
237291,272,15,5,4,2,No,300,No,615
109337,222,15,5,2,2,No,120,No,385
31020,365,15,6,2,2,No,120,Yes,545
198378,231,15,5,2,2.4,Yes,300,Yes,570
10047,320,15,6,1,2,No,300,No,540
127800,624,17,5,1,2.4,No,300,No,580
262904,570,17,4,4,2.4,No,40,No,600
216612,124,15,4,4,2,No,80,No,515
194479,592,17,5,1,1.5,No,300,No,520
203112,340,15,6,2,1.5,Yes,80,No,420
85984,125,15,4,4,2,No,120,Yes,585
30281,316,15,6,1,2,No,80,No,450
191335,292,15,6,1,1.5,Yes,80,No,415
95869,319,15,6,1,2,No,300,Yes,565
33854,310,15,6,1,2,Yes,120,No,485
9723,24,15,4,1,2,Yes,300,No,460
268284,291,15,6,1,1.5,Yes,80,Yes,
74819,309,15,6,1,2,Yes,120,Yes,525
231474,740,17,6,1,2,Yes,80,No,560
131337,661,17,5,2,2.4,Yes,120,Yes,630
40670,122,15,4,4,2,No,40,No,475
151278,460,17,4,1,2,No,80,No,450
164875,302,15,6,1,1.5,No,120,No,420
238823,440,17,4,1,1.5,Yes,300,No,515
95233,502,17,4,2,2,Yes,120,No,545
231542,654,17,5,2,2,No,120,No,505
184444,213,15,5,2,2,Yes,120,Yes,435
55496,365,15,6,2,2,No,120,Yes,
244822,313,15,6,1,2,No,40,Yes,425
133066,861,17,6,4,2.4,No,120,Yes,810
244086,207,15,5,2,1.5,No,300,Yes,440
20697,173,15,5,1,2,No,120,Yes,
123696,166,15,5,1,2,Yes,120,No,390
244206,641,17,5,2,2,Yes,40,Yes,515
234712,436,17,4,1,1.5,Yes,80,No,435
92738,268,15,5,4,2,No,80,No,535
190967,555,17,4,4,2,No,80,Yes,665
101044,266,15,5,4,2,No,40,No,495
153204,314,15,6,1,2,No,40,No,385
268491,289,15,6,1,1.5,Yes,40,Yes,415
249370,731,17,6,1,1.5,No,80,Yes,560
71,195,15,5,2,1.5,Yes,80,Yes,480
230417,332,15,6,1,2.4,No,80,No,465
230920,184,15,5,1,2.4,Yes,300,No,485
94314,149,15,5,1,1.5,Yes,120,Yes,420
119345,410,15,6,4,2,No,40,No,575
223525,372,15,6,2,2.4,Yes,80,No,510
268462,250,15,5,4,1.5,No,40,No,470
296138,191,15,5,1,2.4,No,300,Yes,357
83452,302,15,6,1,1.5,No,120,No,430
4722,338,15,6,2,1.5,Yes,40,No,470
62865,40,15,4,1,2.4,Yes,300,No,490
292485,400,15,6,4,1.5,No,300,No,469
225529,307,15,6,1,2,Yes,80,Yes,485
236980,538,17,4,4,1.5,No,40,No,550
227209,801,17,6,2,2.4,Yes,40,Yes,620
65249,419,15,6,4,2.4,Yes,80,Yes,710
33500,148,15,5,1,1.5,Yes,80,No,360
106370,554,17,4,4,2,No,40,No,575
62872,745,17,6,1,2,No,40,Yes,575
95785,472,17,4,1,2.4,Yes,300,No,585
242804,812,17,6,2,2.4,No,80,No,590
243893,305,15,6,1,2,Yes,40,Yes,445
292021,335,15,6,1,2.4,No,300,Yes,590
31289,364,15,6,2,2,No,80,No,475
177757,207,15,5,2,1.5,No,300,Yes,322
23712,318,15,6,1,2,No,120,No,470
195208,752,17,6,1,2,No,300,No,625
51003,313,15,6,1,2,No,40,Yes,450
69845,348,15,6,2,1.5,No,80,No,440
57324,785,17,6,2,2,Yes,40,Yes,
266184,296,15,6,1,1.5,Yes,300,No,485
132521,554,17,4,4,2,No,40,No,575
242326,213,15,5,2,2,Yes,120,Yes,425
59711,378,15,6,2,2.4,No,40,No,500
158602,724,17,6,1,1.5,Yes,80,No,545
168234,187,15,5,1,2.4,No,80,Yes,445
20584,205,15,5,2,1.5,No,120,Yes,322
167229,485,17,4,2,1.5,Yes,120,Yes,385
290300,421,15,6,4,2.4,Yes,120,Yes,730
197980,630,17,5,2,1.5,Yes,120,No,510
67753,626,17,5,2,1.5,Yes,40,No,490
145330,586,17,5,1,1.5,No,40,No,405
225677,212,15,5,2,2,Yes,80,No,355
262469,336,15,6,1,2.4,No,300,No,378
243922,347,15,6,2,1.5,No,80,Yes,440
175073,327,15,6,1,2.4,Yes,300,Yes,625
252423,326,15,6,1,2.4,Yes,120,No,500
64423,570,17,4,4,2.4,No,40,No,420
242922,435,17,4,1,1.5,Yes,80,Yes,485
226475,402,15,6,4,2,Yes,40,No,595
191243,107,15,4,4,1.5,No,80,Yes,540
218411,31,15,4,1,2,No,300,Yes,445
245992,640,17,5,2,1.5,No,300,No,540
53763,581,17,5,1,1.5,Yes,120,Yes,385
233281,152,15,5,1,1.5,Yes,300,No,410
163448,519,17,4,2,2.4,Yes,300,Yes,660
74519,229,15,5,2,2.4,Yes,120,Yes,540
274949,364,15,6,2,2,No,80,No,405
67189,133,15,4,4,2.4,Yes,120,Yes,441
178064,53,15,4,2,1.5,Yes,120,Yes,280
201883,684,17,5,4,1.5,No,80,No,610
220227,319,15,6,1,2,No,300,Yes,545
27823,291,15,6,1,1.5,Yes,80,Yes,495
247627,520,17,4,2,2.4,Yes,300,No,590
107534,384,15,6,2,2.4,No,300,No,600
81719,56,15,4,2,1.5,Yes,300,No,430
112755,283,15,5,4,2.4,No,80,Yes,610
72743,69,15,4,2,2,Yes,120,Yes,445
102559,577,17,5,1,1.5,Yes,40,Yes,485
58230,407,15,6,4,2,Yes,300,Yes,765
215510,179,15,5,1,2.4,Yes,80,Yes,460
132895,113,15,4,4,2,Yes,40,Yes,545
27639,316,15,6,1,2,No,80,No,450
52080,666,17,5,2,2.4,No,40,No,520
202642,254,15,5,4,1.5,No,120,No,530
208634,328,15,6,1,2.4,Yes,300,No,570
19181,173,15,5,1,2,No,120,Yes,445
248266,613,17,5,1,2.4,Yes,120,Yes,575
164028,626,17,5,2,1.5,Yes,40,No,460
172213,734,17,6,1,1.5,No,120,No,
157493,642,17,5,2,2,Yes,40,No,485
166313,98,15,4,4,1.5,Yes,40,No,329
128693,530,17,4,4,1.5,Yes,40,No,570
239648,45,15,4,1,2.4,No,120,Yes,435
81389,642,17,5,2,2,Yes,40,No,505
139077,224,15,5,2,2,No,300,No,445
218082,482,17,4,2,1.5,Yes,40,No,420
110366,370,15,6,2,2.4,Yes,40,No,500
165854,133,15,4,4,2.4,Yes,120,Yes,441
181454,692,17,5,4,2,Yes,80,No,
28653,69,15,4,2,2,Yes,120,Yes,475
232944,232,15,5,2,2.4,Yes,300,No,510
228682,524,17,4,2,2.4,No,80,No,490
83158,207,15,5,2,1.5,No,300,Yes,480
269956,336,15,6,1,2.4,No,300,No,378
178422,466,17,4,1,2.4,Yes,40,No,455
50106,660,17,5,2,2.4,Yes,80,No,580
177342,726,17,6,1,1.5,Yes,120,No,565
121073,729,17,6,1,1.5,No,40,Yes,540
89766,862,17,6,4,2.4,No,120,No,760
244673,759,17,6,1,2.4,Yes,300,Yes,715
171683,394,15,6,4,1.5,No,40,No,550
56090,668,17,5,2,2.4,No,80,No,560
140817,291,15,6,1,1.5,Yes,80,Yes,475
168449,86,15,4,2,2.4,Yes,120,No,450
174763,64,15,4,2,1.5,No,300,No,390
8389,176,15,5,1,2,No,300,No,460
173826,179,15,5,1,2.4,Yes,80,Yes,465
214842,336,15,6,1,2.4,No,300,No,550
74665,370,15,6,2,2.4,Yes,40,No,510
193026,310,15,6,1,2,Yes,120,No,460
240989,534,17,4,4,1.5,Yes,120,No,630
42560,670,17,5,2,2.4,No,120,No,580
137641,598,17,5,1,2,Yes,120,No,515
140746,115,15,4,4,2,Yes,80,Yes,585
83634,726,17,6,1,1.5,Yes,120,No,575
240457,254,15,5,4,1.5,No,120,No,530
179666,400,15,6,4,1.5,No,300,No,670
233492,350,15,6,2,1.5,No,120,No,410
160679,559,17,4,4,2,No,300,Yes,745
63262,752,17,6,1,2,No,300,No,645
249190,480,17,4,1,2.4,No,300,No,540
217861,576,17,4,4,2.4,No,300,No,720
25430,350,15,6,2,1.5,No,120,No,480
97104,685,17,5,4,1.5,No,120,Yes,680
10333,342,15,6,2,1.5,Yes,120,No,520
168504,51,15,4,2,1.5,Yes,80,Yes,266
114207,748,17,6,1,2,No,80,No,555
111112,440,17,4,1,1.5,Yes,300,No,530
288574,346,15,6,2,1.5,No,40,No,238
189206,94,15,4,2,2.4,No,120,No,420
272043,311,15,6,1,2,Yes,300,Yes,560
254898,198,15,5,2,1.5,Yes,120,No,340
179042,323,15,6,1,2.4,Yes,80,Yes,
95969,167,15,5,1,2,Yes,300,Yes,505
293556,291,15,6,1,1.5,Yes,80,Yes,
194751,381,15,6,2,2.4,No,120,Yes,570
92057,733,17,6,1,1.5,No,120,Yes,605
161486,319,15,6,1,2,No,300,Yes,555
94348,107,15,4,4,1.5,No,80,Yes,540
151534,252,15,5,4,1.5,No,80,No,510
108466,198,15,5,2,1.5,Yes,120,No,380
201350,124,15,4,4,2,No,80,No,515
191386,167,15,5,1,2,Yes,300,Yes,490
103964,732,17,6,1,1.5,No,80,No,535
153382,634,17,5,2,1.5,No,40,No,308
257793,318,15,6,1,2,No,120,No,430
154365,436,17,4,1,1.5,Yes,80,No,
8158,344,15,6,2,1.5,Yes,300,No,580
103034,382,15,6,2,2.4,No,120,No,550
46975,238,15,5,2,2.4,No,120,No,480
198776,303,15,6,1,1.5,No,300,Yes,525
287180,355,15,6,2,2,Yes,80,Yes,475
260930,200,15,5,2,1.5,Yes,300,No,400
175905,594,17,5,1,2,Yes,40,No,315
204882,7,15,4,1,1.5,Yes,300,Yes,445
97962,588,17,5,1,1.5,No,80,No,455
284785,601,17,5,1,2,No,40,Yes,465
42766,707,17,5,4,2.4,Yes,80,Yes,730
280347,460,17,4,1,2,No,80,No,435
280493,227,15,5,2,2.4,Yes,80,Yes,470
11719,15,15,4,1,1.5,No,300,Yes,465
289625,518,17,4,2,2.4,Yes,120,No,520
110210,438,17,4,1,1.5,Yes,120,No,470
96407,522,17,4,2,2.4,No,40,No,490
222438,58,15,4,2,1.5,No,40,No,250
11230,63,15,4,2,1.5,No,300,Yes,510
260761,534,17,4,4,1.5,Yes,120,No,630
2055,211,15,5,2,2,Yes,80,Yes,505
194889,238,15,5,2,2.4,No,120,No,440
156821,471,17,4,1,2.4,Yes,300,Yes,625
283211,301,15,6,1,1.5,No,120,Yes,
289577,302,15,6,1,1.5,No,120,No,
6702,307,15,6,1,2,Yes,80,Yes,535
143553,239,15,5,2,2.4,No,300,Yes,560
61332,12,15,4,1,1.5,No,80,No,
11313,215,15,5,2,2,Yes,300,Yes,575
36335,212,15,5,2,2,Yes,80,No,415
50080,759,17,6,1,2.4,Yes,300,Yes,740
21171,354,15,6,2,2,Yes,40,No,475
244784,34,15,4,1,2.4,Yes,40,No,345
16744,220,15,5,2,2,No,80,No,
293314,399,15,6,4,1.5,No,300,Yes,720
255227,863,17,6,4,2.4,No,300,Yes,870
136903,586,17,5,1,1.5,No,40,No,410
260363,305,15,6,1,2,Yes,40,Yes,308
161304,85,15,4,2,2.4,Yes,120,Yes,350
123802,101,15,4,4,1.5,Yes,120,Yes,580
60478,272,15,5,4,2,No,300,No,
97618,440,17,4,1,1.5,Yes,300,No,535
278503,455,17,4,1,2,Yes,300,Yes,
186220,236,15,5,2,2.4,No,80,No,420
154153,163,15,5,1,2,Yes,80,Yes,
79556,667,17,5,2,2.4,No,80,Yes,600
207670,364,15,6,2,2,No,80,No,425
216007,485,17,4,2,1.5,Yes,120,Yes,530
228119,345,15,6,2,1.5,No,40,Yes,400
258339,212,15,5,2,2,Yes,80,No,345
204750,645,17,5,2,2,Yes,120,Yes,585
263851,761,17,6,1,2.4,No,40,Yes,399
292164,442,17,4,1,1.5,No,40,No,259
295872,329,15,6,1,2.4,No,40,Yes,470
110237,342,15,6,2,1.5,Yes,120,No,460
127395,218,15,5,2,2,No,40,No,325
204275,752,17,6,1,2,No,300,No,625
177860,318,15,6,1,2,No,120,No,445
94195,85,15,4,2,2.4,Yes,120,Yes,520
62855,132,15,4,4,2.4,Yes,80,No,392
75901,461,17,4,1,2,No,120,Yes,530
286071,312,15,6,1,2,Yes,300,No,357
226803,590,17,5,1,1.5,No,120,No,455
160564,790,17,6,2,2,Yes,120,No,625
96891,77,15,4,2,2,No,120,Yes,425
29377,361,15,6,2,2,No,40,Yes,495
254391,587,17,5,1,1.5,No,80,Yes,480
94591,445,17,4,1,1.5,No,120,Yes,505
190910,71,15,4,2,2,Yes,300,Yes,475
204670,184,15,5,1,2.4,Yes,300,No,490
75125,161,15,5,1,2,Yes,40,Yes,385
189804,501,17,4,2,2,Yes,120,Yes,565
168698,550,17,4,4,2,Yes,120,No,655
291254,612,17,5,1,2.4,Yes,80,No,500
187938,328,15,6,1,2.4,Yes,300,No,570
262696,650,17,5,2,2,No,40,No,435
202865,417,15,6,4,2.4,Yes,40,Yes,670
169813,405,15,6,4,2,Yes,120,Yes,
261974,724,17,6,1,1.5,Yes,80,No,530
117848,464,17,4,1,2,No,300,No,535
260937,482,17,4,2,1.5,Yes,40,No,410
137036,445,17,4,1,1.5,No,120,Yes,500
125438,71,15,4,2,2,Yes,300,Yes,495
55773,24,15,4,1,2,Yes,300,No,308
288503,441,17,4,1,1.5,No,40,Yes,420
206911,413,15,6,4,2,No,120,Yes,685
107206,367,15,6,2,2,No,300,Yes,575
1168,23,15,4,1,2,Yes,300,Yes,515
103277,312,15,6,1,2,Yes,300,No,535
214463,462,17,4,1,2,No,120,No,465
208062,745,17,6,1,2,No,40,Yes,555
129327,215,15,5,2,2,Yes,300,Yes,515
117696,598,17,5,1,2,Yes,120,No,515
17555,63,15,4,2,1.5,No,300,Yes,350
10315,70,15,4,2,2,Yes,120,No,445
282769,679,17,5,4,1.5,Yes,300,Yes,760
76863,240,15,5,2,2.4,No,300,No,530
59320,582,17,5,1,1.5,Yes,120,No,500
54263,610,17,5,1,2.4,Yes,40,No,490
149126,198,15,5,2,1.5,Yes,120,No,370
149216,377,15,6,2,2.4,No,40,Yes,364
161196,251,15,5,4,1.5,No,80,Yes,560
56676,618,17,5,1,2.4,No,40,No,329
165765,348,15,6,2,1.5,No,80,No,287
232267,817,17,6,4,1.5,Yes,40,Yes,720
74994,825,17,6,4,1.5,No,40,Yes,700
166666,255,15,5,4,1.5,No,300,Yes,640
157228,601,17,5,1,2,No,40,Yes,336
254552,243,15,5,4,1.5,Yes,80,Yes,580
14601,74,15,4,2,2,No,40,No,365
190986,348,15,6,2,1.5,No,80,No,400
103844,626,17,5,2,1.5,Yes,40,No,480
39233,517,17,4,2,2.4,Yes,120,Yes,630
174893,560,17,4,4,2,No,300,No,695
60150,349,15,6,2,1.5,No,120,Yes,510
24694,203,15,5,2,1.5,No,80,Yes,430
66933,336,15,6,1,2.4,No,300,No,570
13959,313,15,6,1,2,No,40,Yes,470
119368,184,15,5,1,2.4,Yes,300,No,500
19503,66,15,4,2,2,Yes,40,No,375
122103,107,15,4,4,1.5,No,80,Yes,540
238094,593,17,5,1,2,Yes,40,Yes,490
95275,727,17,6,1,1.5,Yes,300,Yes,685
195707,467,17,4,1,2.4,Yes,80,Yes,540
5146,349,15,6,2,1.5,No,120,Yes,560
234821,612,17,5,1,2.4,Yes,80,No,505
8673,23,15,4,1,2,Yes,300,Yes,510
12883,207,15,5,2,1.5,No,300,Yes,530
44952,739,17,6,1,2,Yes,80,Yes,635
216150,489,17,4,2,1.5,No,40,Yes,450
285209,510,17,4,2,2,No,120,No,
230383,757,17,6,1,2.4,Yes,120,Yes,655
240559,378,15,6,2,2.4,No,40,No,450
130792,166,15,5,1,2,Yes,120,No,390
64940,277,15,5,4,2.4,Yes,120,Yes,455
127028,133,15,4,4,2.4,Yes,120,Yes,630
103328,213,15,5,2,2,Yes,120,Yes,465
284186,149,15,5,1,1.5,Yes,120,Yes,395
273851,267,15,5,4,2,No,80,Yes,585
231891,648,17,5,2,2,Yes,300,No,585
136661,557,17,4,4,2,No,120,Yes,685
108602,94,15,4,2,2.4,No,120,No,440
102601,67,15,4,2,2,Yes,80,Yes,425
159331,723,17,6,1,1.5,Yes,80,Yes,595
100431,103,15,4,4,1.5,Yes,300,Yes,640
45921,211,15,5,2,2,Yes,80,Yes,455
166994,315,15,6,1,2,No,80,Yes,475
37221,195,15,5,2,1.5,Yes,80,Yes,440
54741,498,17,4,2,2,Yes,40,No,495
5710,213,15,5,2,2,Yes,120,Yes,525
60211,393,15,6,4,1.5,No,40,Yes,420
206868,278,15,5,4,2.4,Yes,120,No,600
283807,859,17,6,4,2.4,No,80,Yes,790
150770,515,17,4,2,2.4,Yes,80,Yes,406
8257,3,15,4,1,1.5,Yes,80,Yes,405
5563,343,15,6,2,1.5,Yes,300,Yes,640
285897,77,15,4,2,2,No,120,Yes,375
282509,726,17,6,1,1.5,Yes,120,No,550
49337,582,17,5,1,1.5,Yes,120,No,500
176747,762,17,6,1,2.4,No,40,No,535
73014,71,15,4,2,2,Yes,300,Yes,505
226229,362,15,6,2,2,No,40,No,375
140759,746,17,6,1,2,No,40,No,515
134595,373,15,6,2,2.4,Yes,120,Yes,610
223775,710,17,5,4,2.4,Yes,120,No,700
200730,46,15,4,1,2.4,No,120,No,390
258021,326,15,6,1,2.4,Yes,120,No,500
40470,637,17,5,2,1.5,No,120,Yes,406
167701,317,15,6,1,2,No,120,Yes,495
31931,316,15,6,1,2,No,80,No,445
275954,758,17,6,1,2.4,Yes,120,No,600
117304,746,17,6,1,2,No,40,No,515
128758,475,17,4,1,2.4,No,80,Yes,530
85996,261,15,5,4,2,Yes,120,Yes,625
139923,396,15,6,4,1.5,No,80,No,590
92773,159,15,5,1,1.5,No,300,Yes,460
97674,219,15,5,2,2,No,80,Yes,425
129420,589,17,5,1,1.5,No,120,Yes,520
87588,327,15,6,1,2.4,Yes,300,Yes,635
121674,210,15,5,2,2,Yes,40,No,345
291631,451,17,4,1,2,Yes,80,Yes,
167935,328,15,6,1,2.4,Yes,300,No,
6354,171,15,5,1,2,No,80,Yes,435
208528,515,17,4,2,2.4,Yes,80,Yes,570
82352,80,15,4,2,2,No,300,No,435
262061,346,15,6,2,1.5,No,40,No,238
140526,259,15,5,4,2,Yes,80,Yes,605
16027,303,15,6,1,1.5,No,300,Yes,560
160140,290,15,6,1,1.5,Yes,40,No,266
104442,84,15,4,2,2.4,Yes,80,No,450
105064,837,17,6,4,2,Yes,120,Yes,805
246707,86,15,4,2,2.4,Yes,120,No,430
202945,364,15,6,2,2,No,80,No,425
77686,116,15,4,4,2,Yes,80,No,535
258975,316,15,6,1,2,No,80,No,410
22662,147,15,5,1,1.5,Yes,80,Yes,420
185125,366,15,6,2,2,No,120,No,445
38395,293,15,6,1,1.5,Yes,120,Yes,510
50638,690,17,5,4,2,Yes,40,No,615
107972,601,17,5,1,2,No,40,Yes,485
223257,391,15,6,4,1.5,Yes,300,Yes,740
121170,546,17,4,4,2,Yes,40,No,595
287725,344,15,6,2,1.5,Yes,300,No,480
227682,432,15,6,4,2.4,No,300,No,720
115938,203,15,5,2,1.5,No,80,Yes,390
71863,80,15,4,2,2,No,300,No,435
65463,402,15,6,4,2,Yes,40,No,
81634,342,15,6,2,1.5,Yes,120,No,470
41908,84,15,4,2,2.4,Yes,80,No,460
258512,111,15,4,4,1.5,No,300,Yes,620
246067,784,17,6,2,1.5,No,300,No,620
14669,353,15,6,2,2,Yes,40,Yes,535
43054,276,15,5,4,2.4,Yes,80,No,580
61178,783,17,6,2,1.5,No,300,Yes,504
61761,430,15,6,4,2.4,No,120,No,660
163722,416,15,6,4,2,No,300,No,
268603,286,15,5,4,2.4,No,120,No,580
232809,173,15,5,1,2,No,120,Yes,405
157040,664,17,5,2,2.4,Yes,300,No,441
8729,176,15,5,1,2,No,300,No,460
10813,77,15,4,2,2,No,120,Yes,475
112731,415,15,6,4,2,No,300,Yes,745
278175,845,17,6,4,2,No,120,Yes,
206899,332,15,6,1,2.4,No,80,No,470
222184,639,17,5,2,1.5,No,300,Yes,590
55492,364,15,6,2,2,No,80,No,465
165140,755,17,6,1,2.4,Yes,80,Yes,645
229269,593,17,5,1,2,Yes,40,Yes,490
116148,728,17,6,1,1.5,Yes,300,No,630
91577,506,17,4,2,2,No,40,No,465
150408,209,15,5,2,2,Yes,40,Yes,385
141859,394,15,6,4,1.5,No,40,No,550
82432,438,17,4,1,1.5,Yes,120,No,475
246783,305,15,6,1,2,Yes,40,Yes,445
169607,585,17,5,1,1.5,No,40,Yes,455
137546,663,17,5,2,2.4,Yes,300,Yes,690
49090,671,17,5,2,2.4,No,300,Yes,690
174019,855,17,6,4,2.4,Yes,300,Yes,890
284822,380,15,6,2,2.4,No,80,No,336
241108,632,17,5,2,1.5,Yes,300,No,560
180389,370,15,6,2,2.4,Yes,40,No,490
92297,28,15,4,1,2,No,80,No,335
39967,149,15,5,1,1.5,Yes,120,Yes,
153168,205,15,5,2,1.5,No,120,Yes,400
247206,730,17,6,1,1.5,No,40,No,475
28327,9,15,4,1,1.5,No,40,Yes,335
237690,437,17,4,1,1.5,Yes,120,Yes,505
229726,230,15,5,2,2.4,Yes,120,No,450
213113,169,15,5,1,2,No,40,Yes,350
117626,777,17,6,2,1.5,No,40,Yes,580
290493,289,15,6,1,1.5,Yes,40,Yes,
276420,356,15,6,2,2,Yes,80,No,425
89092,468,17,4,1,2.4,Yes,80,No,505
17919,207,15,5,2,1.5,No,300,Yes,520
64753,449,17,4,1,2,Yes,40,Yes,495
101324,817,17,6,4,1.5,Yes,40,Yes,720
285450,163,15,5,1,2,Yes,80,Yes,280
93626,249,15,5,4,1.5,No,40,Yes,520
284208,466,17,4,1,2.4,Yes,40,No,440
38669,316,15,6,1,2,No,80,No,445
227094,209,15,5,2,2,Yes,40,Yes,365
15343,207,15,5,2,1.5,No,300,Yes,530
195512,319,15,6,1,2,No,300,Yes,550
237520,239,15,5,2,2.4,No,300,Yes,540
84918,335,15,6,1,2.4,No,300,Yes,615
211953,605,17,5,1,2,No,120,Yes,535
226089,184,15,5,1,2.4,Yes,300,No,485
239760,72,15,4,2,2,Yes,300,No,415
100637,310,15,6,1,2,Yes,120,No,475
209543,461,17,4,1,2,No,120,Yes,515
286608,133,15,4,4,2.4,Yes,120,Yes,630
234435,54,15,4,2,1.5,Yes,120,No,330
40455,402,15,6,4,2,Yes,40,No,
77664,91,15,4,2,2.4,No,80,Yes,480
153045,479,17,4,1,2.4,No,300,Yes,605
263404,451,17,4,1,2,Yes,80,Yes,
175389,292,15,6,1,1.5,Yes,80,No,420
276885,508,17,4,2,2,No,80,No,455
100057,674,17,5,4,1.5,Yes,40,No,590
158274,36,15,4,1,2.4,Yes,80,No,395
26276,56,15,4,2,1.5,Yes,300,No,460
131925,577,17,5,1,1.5,Yes,40,Yes,480
32069,162,15,5,1,2,Yes,40,No,345
279508,34,15,4,1,2.4,Yes,40,No,340
77553,620,17,5,1,2.4,No,80,No,505
297561,262,15,5,4,2,Yes,120,No,575
202515,209,15,5,2,2,Yes,40,Yes,375
282510,353,15,6,2,2,Yes,40,Yes,
272696,225,15,5,2,2.4,Yes,40,Yes,301
231320,37,15,4,1,2.4,Yes,120,Yes,455
280834,626,17,5,2,1.5,Yes,40,No,430
196988,342,15,6,2,1.5,Yes,120,No,440
266063,517,17,4,2,2.4,Yes,120,Yes,570
22855,305,15,6,1,2,Yes,40,Yes,485
104471,728,17,6,1,1.5,Yes,300,No,635
208138,452,17,4,1,2,Yes,80,No,465
97680,218,15,5,2,2,No,40,No,335
246971,673,17,5,4,1.5,Yes,40,Yes,640
26861,199,15,5,2,1.5,Yes,300,Yes,530
17838,149,15,5,1,1.5,Yes,120,Yes,440
154300,96,15,4,2,2.4,No,300,No,490
237403,698,17,5,4,2,No,40,No,595
22967,309,15,6,1,2,Yes,120,Yes,545
120353,23,15,4,1,2,Yes,300,Yes,480
268022,400,15,6,4,1.5,No,300,No,469
34501,298,15,6,1,1.5,No,40,No,380
294411,285,15,5,4,2.4,No,120,Yes,630
273095,523,17,4,2,2.4,No,80,Yes,530
166618,250,15,5,4,1.5,No,40,No,470
253208,202,15,5,2,1.5,No,40,No,260
84585,730,17,6,1,1.5,No,40,No,495
256771,447,17,4,1,1.5,No,300,Yes,540
177024,278,15,5,4,2.4,Yes,120,No,600
272076,268,15,5,4,2,No,80,No,
160710,24,15,4,1,2,Yes,300,No,
153633,585,17,5,1,1.5,No,40,Yes,455
120425,567,17,4,4,2.4,Yes,300,Yes,790
292556,299,15,6,1,1.5,No,80,Yes,435
260409,69,15,4,2,2,Yes,120,Yes,
260046,620,17,5,1,2.4,No,80,No,480
187133,382,15,6,2,2.4,No,120,No,520
205437,316,15,6,1,2,No,80,No,420
43616,695,17,5,4,2,Yes,300,Yes,785
4250,9,15,4,1,1.5,No,40,Yes,350
35358,349,15,6,2,1.5,No,120,Yes,520
236940,468,17,4,1,2.4,Yes,80,No,485
133479,850,17,6,4,2.4,Yes,40,No,720
169580,674,17,5,4,1.5,Yes,40,No,413
254832,528,17,4,2,2.4,No,300,No,560
219271,311,15,6,1,2,Yes,300,Yes,565
218650,605,17,5,1,2,No,120,Yes,530
138106,269,15,5,4,2,No,120,Yes,605
239958,566,17,4,4,2.4,Yes,120,No,680
111791,518,17,4,2,2.4,Yes,120,No,560
255336,459,17,4,1,2,No,80,Yes,485
159446,441,17,4,1,1.5,No,40,Yes,435
37809,69,15,4,2,2,Yes,120,Yes,465
269700,354,15,6,2,2,Yes,40,No,385
151304,554,17,4,4,2,No,40,No,575
43380,107,15,4,4,1.5,No,80,Yes,540
260825,540,17,4,4,1.5,No,80,No,413
6318,320,15,6,1,2,No,300,No,545
